node,date,day,hour,minute,speed
38,2021/6/1,1,0,15,105.778
39,2021/6/1,1,0,15,102.977
40,2021/6/1,1,0,15,90.231
41,2021/6/1,1,0,15,77.118
42,2021/6/1,1,0,15,72.574
43,2021/6/1,1,0,15,92.319
44,2021/6/1,1,0,15,146.804
45,2021/6/1,1,0,15,92.521
46,2021/6/1,1,0,15,93.54
47,2021/6/1,1,0,15,87.238
48,2021/6/1,1,0,15,81.826
49,2021/6/1,1,0,15,115.438
50,2021/6/1,1,0,15,81.237
51,2021/6/1,1,0,15,94.989
52,2021/6/1,1,0,15,98.897
53,2021/6/1,1,0,15,106.432
54,2021/6/1,1,0,15,105.098
55,2021/6/1,1,0,15,105.892
56,2021/6/1,1,0,15,114.143
57,2021/6/1,1,0,15,107.216
58,2021/6/1,1,0,15,72.906
59,2021/6/1,1,0,15,95.041
60,2021/6/1,1,0,15,94.531
61,2021/6/1,1,0,15,104.533
62,2021/6/1,1,0,15,93.637
63,2021/6/1,1,0,15,103.058
64,2021/6/1,1,0,15,110.351
65,2021/6/1,1,0,15,0.644
66,2021/6/1,1,0,15,113.249
67,2021/6/1,1,0,15,101.935
68,2021/6/1,1,0,15,103.277
69,2021/6/1,1,0,15,106.062
70,2021/6/1,1,0,15,137.787
71,2021/6/1,1,0,15,99.572
72,2021/6/1,1,0,15,79.907
73,2021/6/1,1,0,15,84.93
74,2021/6/1,1,0,15,94.406
75,2021/6/1,1,0,15,93.215
76,2021/6/1,1,0,15,101.914
77,2021/6/1,1,0,15,91.101
78,2021/6/1,1,0,15,105.607
79,2021/6/1,1,0,15,112.178
80,2021/6/1,1,0,15,92.024
81,2021/6/1,1,0,15,54.068
82,2021/6/1,1,0,15,95.541
83,2021/6/1,1,0,15,49.795
84,2021/6/1,1,0,15,44.472
85,2021/6/1,1,0,15,59.991
86,2021/6/1,1,0,15,40.956
87,2021/6/1,1,0,15,69.459
88,2021/6/1,1,0,15,110.727
89,2021/6/1,1,0,15,90.735
90,2021/6/1,1,0,15,7.64
91,2021/6/1,1,0,15,49.326
92,2021/6/1,1,0,15,77.805
93,2021/6/1,1,0,15,10.611
94,2021/6/1,1,0,15,77.679
95,2021/6/1,1,0,15,99.61
96,2021/6/1,1,0,15,58.947
97,2021/6/1,1,0,15,44.992
98,2021/6/1,1,0,15,82.479
99,2021/6/1,1,0,15,72.315
100,2021/6/1,1,0,15,36.539
101,2021/6/1,1,0,15,32.644
102,2021/6/1,1,0,15,65.259
103,2021/6/1,1,0,15,0.379
104,2021/6/1,1,0,15,91.833
105,2021/6/1,1,0,15,84.651
106,2021/6/1,1,0,15,84.975
107,2021/6/1,1,0,15,22.285
0,2021/6/1,1,0,30,109.683
1,2021/6/1,1,0,30,83.585
2,2021/6/1,1,0,30,16.71
3,2021/6/1,1,0,30,97.963
4,2021/6/1,1,0,30,48.216
5,2021/6/1,1,0,30,49.765
6,2021/6/1,1,0,30,52.335
7,2021/6/1,1,0,30,48.542
8,2021/6/1,1,0,30,28.836
9,2021/6/1,1,0,30,47.635
10,2021/6/1,1,0,30,4.749
11,2021/6/1,1,0,30,52.604
12,2021/6/1,1,0,30,105.596
13,2021/6/1,1,0,30,6.225
14,2021/6/1,1,0,30,48.742
15,2021/6/1,1,0,30,73.441
16,2021/6/1,1,0,30,70.322
17,2021/6/1,1,0,30,47.172
18,2021/6/1,1,0,30,53.342
19,2021/6/1,1,0,30,2.053
20,2021/6/1,1,0,30,100.093
21,2021/6/1,1,0,30,101.996
22,2021/6/1,1,0,30,81.833
23,2021/6/1,1,0,30,74.098
24,2021/6/1,1,0,30,34.369
25,2021/6/1,1,0,30,41.918
26,2021/6/1,1,0,30,50.747
27,2021/6/1,1,0,30,62.183
28,2021/6/1,1,0,30,105.203
29,2021/6/1,1,0,30,106.161
30,2021/6/1,1,0,30,97.448
31,2021/6/1,1,0,30,91
32,2021/6/1,1,0,30,91.634
33,2021/6/1,1,0,30,94.561
34,2021/6/1,1,0,30,66.032
35,2021/6/1,1,0,30,105.328
36,2021/6/1,1,0,30,105.252
37,2021/6/1,1,0,30,102.893
38,2021/6/1,1,0,30,96.791
39,2021/6/1,1,0,30,108.005
40,2021/6/1,1,0,30,101.366
41,2021/6/1,1,0,30,12.521
42,2021/6/1,1,0,30,64.475
43,2021/6/1,1,0,30,89.279
44,2021/6/1,1,0,30,146.804
45,2021/6/1,1,0,30,96.832
46,2021/6/1,1,0,30,103.933
47,2021/6/1,1,0,30,84.93
48,2021/6/1,1,0,30,55.472
49,2021/6/1,1,0,30,118.539
50,2021/6/1,1,0,30,86.757
51,2021/6/1,1,0,30,87.773
52,2021/6/1,1,0,30,98.291
53,2021/6/1,1,0,30,98.769
54,2021/6/1,1,0,30,90.214
55,2021/6/1,1,0,30,103.162
56,2021/6/1,1,0,30,108.657
57,2021/6/1,1,0,30,84.22
58,2021/6/1,1,0,30,108.872
59,2021/6/1,1,0,30,100.025
60,2021/6/1,1,0,30,94.871
61,2021/6/1,1,0,30,97.034
62,2021/6/1,1,0,30,91.676
63,2021/6/1,1,0,30,107.583
64,2021/6/1,1,0,30,120.314
65,2021/6/1,1,0,30,88.899
66,2021/6/1,1,0,30,112.133
67,2021/6/1,1,0,30,61.397
68,2021/6/1,1,0,30,104.804
69,2021/6/1,1,0,30,103.897
70,2021/6/1,1,0,30,142.797
71,2021/6/1,1,0,30,98.175
72,2021/6/1,1,0,30,86.265
73,2021/6/1,1,0,30,93.266
74,2021/6/1,1,0,30,79.414
75,2021/6/1,1,0,30,91.531
76,2021/6/1,1,0,30,101.29
77,2021/6/1,1,0,30,94.605
78,2021/6/1,1,0,30,103.448
79,2021/6/1,1,0,30,107.283
80,2021/6/1,1,0,30,98.017
81,2021/6/1,1,0,30,58.362
82,2021/6/1,1,0,30,141.318
83,2021/6/1,1,0,30,43.219
84,2021/6/1,1,0,30,7.636
85,2021/6/1,1,0,30,59.273
86,2021/6/1,1,0,30,45.924
87,2021/6/1,1,0,30,74.427
88,2021/6/1,1,0,30,89.309
89,2021/6/1,1,0,30,91.938
90,2021/6/1,1,0,30,4.549
91,2021/6/1,1,0,30,55.347
92,2021/6/1,1,0,30,56.424
93,2021/6/1,1,0,30,15.755
94,2021/6/1,1,0,30,74.276
95,2021/6/1,1,0,30,107.036
96,2021/6/1,1,0,30,48.639
97,2021/6/1,1,0,30,79.365
98,2021/6/1,1,0,30,75.397
99,2021/6/1,1,0,30,88.217
100,2021/6/1,1,0,30,42.278
101,2021/6/1,1,0,30,51.212
102,2021/6/1,1,0,30,74.438
103,2021/6/1,1,0,30,0.434
104,2021/6/1,1,0,30,74.731
105,2021/6/1,1,0,30,92.773
106,2021/6/1,1,0,30,76.184
107,2021/6/1,1,0,30,59.435
0,2021/6/1,1,0,45,97.033
1,2021/6/1,1,0,45,85.732
2,2021/6/1,1,0,45,56.658
3,2021/6/1,1,0,45,109.023
4,2021/6/1,1,0,45,48.247
5,2021/6/1,1,0,45,52.084
6,2021/6/1,1,0,45,72.836
7,2021/6/1,1,0,45,57.266
8,2021/6/1,1,0,45,28.769
9,2021/6/1,1,0,45,35.12
10,2021/6/1,1,0,45,4.03
11,2021/6/1,1,0,45,55.118
12,2021/6/1,1,0,45,98.834
13,2021/6/1,1,0,45,6.882
14,2021/6/1,1,0,45,37.099
15,2021/6/1,1,0,45,94.16
16,2021/6/1,1,0,45,60.035
17,2021/6/1,1,0,45,59.937
18,2021/6/1,1,0,45,52.412
19,2021/6/1,1,0,45,20.005
20,2021/6/1,1,0,45,89.201
21,2021/6/1,1,0,45,110.303
22,2021/6/1,1,0,45,21.029
23,2021/6/1,1,0,45,90.686
24,2021/6/1,1,0,45,34.218
25,2021/6/1,1,0,45,42.109
26,2021/6/1,1,0,45,46.134
27,2021/6/1,1,0,45,64.671
28,2021/6/1,1,0,45,100.582
29,2021/6/1,1,0,45,86.599
30,2021/6/1,1,0,45,99.167
31,2021/6/1,1,0,45,87.422
32,2021/6/1,1,0,45,84.361
33,2021/6/1,1,0,45,95.482
34,2021/6/1,1,0,45,52.914
35,2021/6/1,1,0,45,102.376
36,2021/6/1,1,0,45,101.658
37,2021/6/1,1,0,45,110.028
38,2021/6/1,1,0,45,114.079
39,2021/6/1,1,0,45,108.492
40,2021/6/1,1,0,45,85.264
41,2021/6/1,1,0,45,65.517
42,2021/6/1,1,0,45,73.741
43,2021/6/1,1,0,45,79.841
44,2021/6/1,1,0,45,124.666
45,2021/6/1,1,0,45,95.137
46,2021/6/1,1,0,45,98.159
47,2021/6/1,1,0,45,94.586
48,2021/6/1,1,0,45,58.897
49,2021/6/1,1,0,45,112.476
50,2021/6/1,1,0,45,101.229
51,2021/6/1,1,0,45,105.445
52,2021/6/1,1,0,45,103.024
53,2021/6/1,1,0,45,98.125
54,2021/6/1,1,0,45,94.151
55,2021/6/1,1,0,45,109.476
56,2021/6/1,1,0,45,110.601
57,2021/6/1,1,0,45,84.9
58,2021/6/1,1,0,45,92.672
59,2021/6/1,1,0,45,99.643
60,2021/6/1,1,0,45,76.075
61,2021/6/1,1,0,45,101.293
62,2021/6/1,1,0,45,92.499
63,2021/6/1,1,0,45,109.25
64,2021/6/1,1,0,45,110.099
65,2021/6/1,1,0,45,60.843
66,2021/6/1,1,0,45,115.432
67,2021/6/1,1,0,45,93.886
68,2021/6/1,1,0,45,116.133
69,2021/6/1,1,0,45,101.655
70,2021/6/1,1,0,45,141.514
71,2021/6/1,1,0,45,110.561
72,2021/6/1,1,0,45,83.449
73,2021/6/1,1,0,45,85.355
74,2021/6/1,1,0,45,108.488
75,2021/6/1,1,0,45,85.49
76,2021/6/1,1,0,45,101.278
77,2021/6/1,1,0,45,114.585
78,2021/6/1,1,0,45,97.734
79,2021/6/1,1,0,45,103.874
80,2021/6/1,1,0,45,92.198
81,2021/6/1,1,0,45,43.573
82,2021/6/1,1,0,45,80.5
83,2021/6/1,1,0,45,32.958
84,2021/6/1,1,0,45,47.903
85,2021/6/1,1,0,45,47.894
86,2021/6/1,1,0,45,36.652
87,2021/6/1,1,0,45,87.747
88,2021/6/1,1,0,45,107.315
89,2021/6/1,1,0,45,89.741
90,2021/6/1,1,0,45,3.72
91,2021/6/1,1,0,45,42.24
92,2021/6/1,1,0,45,112.57
93,2021/6/1,1,0,45,13.442
94,2021/6/1,1,0,45,66.03
95,2021/6/1,1,0,45,96.382
96,2021/6/1,1,0,45,52.436
97,2021/6/1,1,0,45,79.733
98,2021/6/1,1,0,45,76.417
99,2021/6/1,1,0,45,93.448
100,2021/6/1,1,0,45,40.866
101,2021/6/1,1,0,45,42.501
102,2021/6/1,1,0,45,65.832
103,2021/6/1,1,0,45,0.675
104,2021/6/1,1,0,45,112.314
105,2021/6/1,1,0,45,93.794
106,2021/6/1,1,0,45,96.996
107,2021/6/1,1,0,45,40.353
0,2021/6/1,1,1,0,80.993
1,2021/6/1,1,1,0,86.521
2,2021/6/1,1,1,0,38.587
3,2021/6/1,1,1,0,103.555
4,2021/6/1,1,1,0,50.166
5,2021/6/1,1,1,0,62.211
6,2021/6/1,1,1,0,56.65
7,2021/6/1,1,1,0,51.427
8,2021/6/1,1,1,0,20.766
9,2021/6/1,1,1,0,35.052
10,2021/6/1,1,1,0,2.963
11,2021/6/1,1,1,0,54.441
12,2021/6/1,1,1,0,80.274
13,2021/6/1,1,1,0,5.432667
14,2021/6/1,1,1,0,35.961
15,2021/6/1,1,1,0,68.468
16,2021/6/1,1,1,0,102.132
17,2021/6/1,1,1,0,48.969
18,2021/6/1,1,1,0,58.832
19,2021/6/1,1,1,0,28.105
20,2021/6/1,1,1,0,74.834
21,2021/6/1,1,1,0,83.608
22,2021/6/1,1,1,0,69.579
23,2021/6/1,1,1,0,96.129
24,2021/6/1,1,1,0,27.789
25,2021/6/1,1,1,0,43.652
26,2021/6/1,1,1,0,53.163
27,2021/6/1,1,1,0,74.975
28,2021/6/1,1,1,0,104.716
29,2021/6/1,1,1,0,113.558
30,2021/6/1,1,1,0,90.456
31,2021/6/1,1,1,0,91.079
32,2021/6/1,1,1,0,92.897
33,2021/6/1,1,1,0,76.457
34,2021/6/1,1,1,0,77.349
35,2021/6/1,1,1,0,106.328
36,2021/6/1,1,1,0,97.86
37,2021/6/1,1,1,0,87.048
38,2021/6/1,1,1,0,95.683
39,2021/6/1,1,1,0,105.383
40,2021/6/1,1,1,0,94.004
41,2021/6/1,1,1,0,91.943
42,2021/6/1,1,1,0,96.587
43,2021/6/1,1,1,0,83.58
44,2021/6/1,1,1,0,141.514
45,2021/6/1,1,1,0,105.813
46,2021/6/1,1,1,0,108.176
47,2021/6/1,1,1,0,99.438
48,2021/6/1,1,1,0,77.208
49,2021/6/1,1,1,0,118.291
50,2021/6/1,1,1,0,101.226
51,2021/6/1,1,1,0,109.774
52,2021/6/1,1,1,0,101.8
53,2021/6/1,1,1,0,97.251
54,2021/6/1,1,1,0,96.719
55,2021/6/1,1,1,0,101.664
56,2021/6/1,1,1,0,110.138
57,2021/6/1,1,1,0,103.181
58,2021/6/1,1,1,0,87.828
59,2021/6/1,1,1,0,98.573
60,2021/6/1,1,1,0,98.732
61,2021/6/1,1,1,0,90.449
62,2021/6/1,1,1,0,91.389
63,2021/6/1,1,1,0,108.984
64,2021/6/1,1,1,0,116.529
65,2021/6/1,1,1,0,5.611
66,2021/6/1,1,1,0,104.064
67,2021/6/1,1,1,0,108.356
68,2021/6/1,1,1,0,102.595
69,2021/6/1,1,1,0,105.206
70,2021/6/1,1,1,0,131.998
71,2021/6/1,1,1,0,113.625
72,2021/6/1,1,1,0,86.27
73,2021/6/1,1,1,0,89.232
74,2021/6/1,1,1,0,84.89
75,2021/6/1,1,1,0,89.323
76,2021/6/1,1,1,0,92.339
77,2021/6/1,1,1,0,106.097
78,2021/6/1,1,1,0,108.412
79,2021/6/1,1,1,0,112.573
80,2021/6/1,1,1,0,110.278
81,2021/6/1,1,1,0,66.477
82,2021/6/1,1,1,0,82.671
83,2021/6/1,1,1,0,46.926
84,2021/6/1,1,1,0,66.427
85,2021/6/1,1,1,0,52.876
86,2021/6/1,1,1,0,42.104
87,2021/6/1,1,1,0,76.608
88,2021/6/1,1,1,0,81.141
89,2021/6/1,1,1,0,97.09
90,2021/6/1,1,1,0,8.989
91,2021/6/1,1,1,0,36.63
92,2021/6/1,1,1,0,57.98
93,2021/6/1,1,1,0,14.052
94,2021/6/1,1,1,0,79.231
95,2021/6/1,1,1,0,97.44
96,2021/6/1,1,1,0,58.028
97,2021/6/1,1,1,0,80.036
98,2021/6/1,1,1,0,79.957
99,2021/6/1,1,1,0,97.271
100,2021/6/1,1,1,0,40.951
101,2021/6/1,1,1,0,52.291
102,2021/6/1,1,1,0,62.362
103,2021/6/1,1,1,0,0.641
104,2021/6/1,1,1,0,72.421
105,2021/6/1,1,1,0,98.852
106,2021/6/1,1,1,0,81.492
107,2021/6/1,1,1,0,25.007
0,2021/6/1,1,1,15,93.182
1,2021/6/1,1,1,15,94.932
2,2021/6/1,1,1,15,45.099
3,2021/6/1,1,1,15,89.346
4,2021/6/1,1,1,15,47.875
5,2021/6/1,1,1,15,74.653
6,2021/6/1,1,1,15,57.635
7,2021/6/1,1,1,15,50.175
8,2021/6/1,1,1,15,22.664
9,2021/6/1,1,1,15,31.573
10,2021/6/1,1,1,15,4.145
11,2021/6/1,1,1,15,54.901
12,2021/6/1,1,1,15,103.047
13,2021/6/1,1,1,15,5.432667
14,2021/6/1,1,1,15,29.278
15,2021/6/1,1,1,15,70.86
16,2021/6/1,1,1,15,86.222
17,2021/6/1,1,1,15,57.893
18,2021/6/1,1,1,15,53.553
19,2021/6/1,1,1,15,31.814
20,2021/6/1,1,1,15,110.702
21,2021/6/1,1,1,15,89.989
22,2021/6/1,1,1,15,112.905
23,2021/6/1,1,1,15,85.669
24,2021/6/1,1,1,15,34.233
25,2021/6/1,1,1,15,49.41
26,2021/6/1,1,1,15,38.234
27,2021/6/1,1,1,15,49.653
28,2021/6/1,1,1,15,100.751
29,2021/6/1,1,1,15,106.292
30,2021/6/1,1,1,15,95.571
31,2021/6/1,1,1,15,83.664
32,2021/6/1,1,1,15,64.931
33,2021/6/1,1,1,15,98.093
34,2021/6/1,1,1,15,74.969
35,2021/6/1,1,1,15,103.863
36,2021/6/1,1,1,15,108.849
37,2021/6/1,1,1,15,102.52
38,2021/6/1,1,1,15,112.816
39,2021/6/1,1,1,15,116.691
40,2021/6/1,1,1,15,85.051
41,2021/6/1,1,1,15,55.057
42,2021/6/1,1,1,15,88.595
43,2021/6/1,1,1,15,82.02
44,2021/6/1,1,1,15,140.25
45,2021/6/1,1,1,15,91.559
46,2021/6/1,1,1,15,137.085
47,2021/6/1,1,1,15,93.99
48,2021/6/1,1,1,15,52.515
49,2021/6/1,1,1,15,107.73
50,2021/6/1,1,1,15,95.247
51,2021/6/1,1,1,15,108.057
52,2021/6/1,1,1,15,106.929
53,2021/6/1,1,1,15,86.725
54,2021/6/1,1,1,15,92.054
55,2021/6/1,1,1,15,113.97
56,2021/6/1,1,1,15,109.122
57,2021/6/1,1,1,15,107.941
58,2021/6/1,1,1,15,56.61
59,2021/6/1,1,1,15,94.255
60,2021/6/1,1,1,15,88.205
61,2021/6/1,1,1,15,95.85
62,2021/6/1,1,1,15,97.604
63,2021/6/1,1,1,15,106.848
64,2021/6/1,1,1,15,121.872
65,2021/6/1,1,1,15,93.843
66,2021/6/1,1,1,15,102.959
67,2021/6/1,1,1,15,71.954
68,2021/6/1,1,1,15,106.873
69,2021/6/1,1,1,15,98.506
70,2021/6/1,1,1,15,135.414
71,2021/6/1,1,1,15,88.834
72,2021/6/1,1,1,15,77.741
73,2021/6/1,1,1,15,98.939
74,2021/6/1,1,1,15,78.249
75,2021/6/1,1,1,15,81.092
76,2021/6/1,1,1,15,106.507
77,2021/6/1,1,1,15,99.928
78,2021/6/1,1,1,15,107.229
79,2021/6/1,1,1,15,116.065
80,2021/6/1,1,1,15,89.375
81,2021/6/1,1,1,15,53.033
82,2021/6/1,1,1,15,96.365
83,2021/6/1,1,1,15,32.523
84,2021/6/1,1,1,15,55.493
85,2021/6/1,1,1,15,57.107
86,2021/6/1,1,1,15,50.946
87,2021/6/1,1,1,15,84.394
88,2021/6/1,1,1,15,90.497
89,2021/6/1,1,1,15,103.315
90,2021/6/1,1,1,15,8.869
91,2021/6/1,1,1,15,36.46
92,2021/6/1,1,1,15,75.726
93,2021/6/1,1,1,15,13.446
94,2021/6/1,1,1,15,74.173
95,2021/6/1,1,1,15,122.931
96,2021/6/1,1,1,15,51.765
97,2021/6/1,1,1,15,25.573
98,2021/6/1,1,1,15,78.449
99,2021/6/1,1,1,15,78.907
100,2021/6/1,1,1,15,44.708
101,2021/6/1,1,1,15,50.747
102,2021/6/1,1,1,15,41.31
103,2021/6/1,1,1,15,0.355
104,2021/6/1,1,1,15,89.082
105,2021/6/1,1,1,15,109.645
106,2021/6/1,1,1,15,80.502
107,2021/6/1,1,1,15,19.195
0,2021/6/1,1,1,30,102.085
1,2021/6/1,1,1,30,90.211
2,2021/6/1,1,1,30,40.744
3,2021/6/1,1,1,30,89.166
4,2021/6/1,1,1,30,52.467
5,2021/6/1,1,1,30,51.288
6,2021/6/1,1,1,30,49.71
7,2021/6/1,1,1,30,43.41
8,2021/6/1,1,1,30,22.475
9,2021/6/1,1,1,30,34.529
10,2021/6/1,1,1,30,3.828
11,2021/6/1,1,1,30,50.937
12,2021/6/1,1,1,30,84.322
13,2021/6/1,1,1,30,6.108
14,2021/6/1,1,1,30,31.832
15,2021/6/1,1,1,30,76.203
16,2021/6/1,1,1,30,52.055
17,2021/6/1,1,1,30,51.461
18,2021/6/1,1,1,30,55.286
19,2021/6/1,1,1,30,25.034
20,2021/6/1,1,1,30,76.08
21,2021/6/1,1,1,30,90.954
22,2021/6/1,1,1,30,72.037
23,2021/6/1,1,1,30,98.418
24,2021/6/1,1,1,30,31.284
25,2021/6/1,1,1,30,42.351
26,2021/6/1,1,1,30,50.989
27,2021/6/1,1,1,30,44.97
28,2021/6/1,1,1,30,97.15
29,2021/6/1,1,1,30,81.274
30,2021/6/1,1,1,30,90.574
31,2021/6/1,1,1,30,83.582
32,2021/6/1,1,1,30,116.744
33,2021/6/1,1,1,30,88.071
34,2021/6/1,1,1,30,56.659
35,2021/6/1,1,1,30,106.212
36,2021/6/1,1,1,30,100.055
37,2021/6/1,1,1,30,85.507
38,2021/6/1,1,1,30,105.647
39,2021/6/1,1,1,30,107.421
40,2021/6/1,1,1,30,105.94
41,2021/6/1,1,1,30,86.899
42,2021/6/1,1,1,30,66.657
43,2021/6/1,1,1,30,82.02
44,2021/6/1,1,1,30,144.108
45,2021/6/1,1,1,30,76.093
46,2021/6/1,1,1,30,94.094
47,2021/6/1,1,1,30,99.735
48,2021/6/1,1,1,30,52.627
49,2021/6/1,1,1,30,128.733
50,2021/6/1,1,1,30,91.179
51,2021/6/1,1,1,30,98.583
52,2021/6/1,1,1,30,108.837
53,2021/6/1,1,1,30,90.844
54,2021/6/1,1,1,30,79.92
55,2021/6/1,1,1,30,114.61
56,2021/6/1,1,1,30,106.403
57,2021/6/1,1,1,30,99.275
58,2021/6/1,1,1,30,109.262
59,2021/6/1,1,1,30,104.963
60,2021/6/1,1,1,30,74.842
61,2021/6/1,1,1,30,88.091
62,2021/6/1,1,1,30,97.767
63,2021/6/1,1,1,30,119.823
64,2021/6/1,1,1,30,124.272
65,2021/6/1,1,1,30,81.642
66,2021/6/1,1,1,30,92.501
67,2021/6/1,1,1,30,76.82
68,2021/6/1,1,1,30,98.78
69,2021/6/1,1,1,30,101.528
70,2021/6/1,1,1,30,136.592
71,2021/6/1,1,1,30,77.169
72,2021/6/1,1,1,30,81.905
73,2021/6/1,1,1,30,83.322
74,2021/6/1,1,1,30,93.139
75,2021/6/1,1,1,30,89.717
76,2021/6/1,1,1,30,92.957
77,2021/6/1,1,1,30,103.958
78,2021/6/1,1,1,30,114.619
79,2021/6/1,1,1,30,117.349
80,2021/6/1,1,1,30,80.464
81,2021/6/1,1,1,30,41.249
82,2021/6/1,1,1,30,70.922
83,2021/6/1,1,1,30,56.558
84,2021/6/1,1,1,30,63.607
85,2021/6/1,1,1,30,50.797
86,2021/6/1,1,1,30,45.517
